scenario_id,scenario_type,target_name,target_col,model_name,cell_id,forecast_origin,horizon,cycle,step,y_true_target,y_pred_target,y_true_capacity,y_pred_capacity,y_true_soh,y_pred_soh,true_eol_cycle,true_rul,includes_eol
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,517,1,0.9377656642369345,0.8094836161050054,0.9377656642369345,0.8094836161050054,0.8251913403351903,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,518,2,0.9378904750347417,0.8094836161050054,0.9378904750347417,0.8094836161050054,0.8253011681882014,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,519,3,0.8091009327907841,0.8094836161050054,0.8091009327907841,0.8094836161050054,0.7119722001544609,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,520,4,0.937034901977583,0.8094836161050054,0.937034901977583,0.8094836161050054,0.8245483026219771,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,521,5,0.9368321853779946,0.8094836161050054,0.9368321853779946,0.8094836161050054,0.8243699211894914,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,522,6,0.9364191769267549,0.8094836161050054,0.9364191769267549,0.8094836161050054,0.8240064924455679,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,523,7,0.935042208966884,0.8094836161050054,0.935042208966884,0.8094836161050054,0.8227948229638012,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,524,8,0.9345710358597188,0.8094836161050054,0.9345710358597188,0.8094836161050054,0.8223802119552526,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,525,9,0.932002046154026,0.8094836161050054,0.932002046154026,0.8094836161050054,0.8201196172892357,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,526,10,0.9291163192232569,0.8094836161050054,0.9291163192232569,0.8094836161050054,0.8175803082009887,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,527,11,0.9312746949888249,0.8094836161050054,0.9312746949888249,0.8094836161050054,0.8194795811844854,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,528,12,0.9352998331901032,0.8094836161050054,0.9352998331901032,0.8094836161050054,0.8230215206199093,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,529,13,0.9353480978179562,0.8094836161050054,0.9353480978179562,0.8094836161050054,0.8230639913079155,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,530,14,0.9249468582290783,0.8094836161050054,0.9249468582290783,0.8094836161050054,0.8139113712400037,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,531,15,0.9223838159929514,0.8094836161050054,0.9223838159929514,0.8094836161050054,0.8116560100780164,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,532,16,0.9220335876084542,0.8094836161050054,0.9220335876084542,0.8094836161050054,0.8113478249513388,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,533,17,0.920049387488886,0.8094836161050054,0.920049387488886,0.8094836161050054,0.8096018186529614,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,534,18,0.9184037313390245,0.8094836161050054,0.9184037313390245,0.8094836161050054,0.8081537157250941,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,535,19,0.9244328869213767,0.8094836161050054,0.9244328869213767,0.8094836161050054,0.8134590997520715,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,536,20,0.9262613856406237,0.8094836161050054,0.9262613856406237,0.8094836161050054,0.8150680958653643,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,537,21,0.9268205733368475,0.8094836161050054,0.9268205733368475,0.8094836161050054,0.8155601557286579,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,538,22,0.9152078153123178,0.8094836161050054,0.9152078153123178,0.8094836161050054,0.8053414542718846,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,539,23,0.9133654766532882,0.8094836161050054,0.9133654766532882,0.8094836161050054,0.8037202796379924,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,540,24,0.9130792400215082,0.8094836161050054,0.9130792400215082,0.8094836161050054,0.8034684043573767,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,541,25,0.9111961033235048,0.8094836161050054,0.9111961033235048,0.8094836161050054,0.8018113292957467,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,542,26,0.9117602857831919,0.8094836161050054,0.9117602857831919,0.8094836161050054,0.8023077843248202,0.7123089441503537,546,30,True
eol_o516_lead30_h34,eol_crossing,capacity_raw,capacity_raw,Persistence,CS2_35,516,34,543,27,0.918676181827017,0.8094836161050054,0.918676181827017,0.8094836161050054,0.8083934598231513,0.7123089441503537,546,30,True
