experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index,y_pred_capacity_q10,y_pred_capacity_q50,y_pred_capacity_q90,y_pred_soh_q10,y_pred_soh_q50,y_pred_soh_q90
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,659,0.8022740948678733,0.8388410806655884,0.8388410806655884,0.7059648917716767,0.738142192363739,1.1364220858837624,657,1,0.8128412365913391,0.8388410806655884,0.8633920550346375,0.7152635455131531,0.738142192363739,0.7597459554672241
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,660,0.7974590176971148,0.8455540537834167,0.8455540537834167,0.7017278417965224,0.7440493106842041,1.1364220858837624,657,2,0.8168259859085083,0.8455540537834167,0.8699479103088379,0.718769907951355,0.7440493106842041,0.7655147910118103
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,661,0.7940750950965647,0.8484553098678589,0.8484553098678589,0.6987501430676927,0.7466022968292236,1.1364220858837624,657,3,0.8186014890670776,0.8484553098678589,0.8703248500823975,0.7203322649002075,0.7466022968292236,0.7658464908599854
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,662,0.7906628762524335,0.8493263125419617,0.8493263125419617,0.6957475449252273,0.7473687529563904,1.1364220858837624,657,4,0.8193889856338501,0.8493263125419617,0.8694186806678772,0.7210252285003662,0.7473687529563904,0.7650490999221802
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,663,0.8039333972042559,0.850180983543396,0.850180983543396,0.7074250027260429,0.7481208443641663,1.1364220858837624,657,5,0.8205572366714478,0.850180983543396,0.8688453435897827,0.7220532298088074,0.7481208443641663,0.7645446062088013
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,664,0.8072020898362098,0.8497412204742432,0.8497412204742432,0.7103013042979293,0.7477338314056396,1.1364220858837624,657,6,0.8207534551620483,0.8497412204742432,0.8672952055931091,0.7222259044647217,0.7477338314056396,0.7631805539131165
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,665,0.8002677467878332,0.8498146533966064,0.8498146533966064,0.7041993962705224,0.7477984428405762,1.1364220858837624,657,7,0.8212313055992126,0.8498146533966064,0.8666133880615234,0.7226464152336121,0.7477984428405762,0.7625805735588074
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,666,0.7832851919406245,0.8511619567871094,0.8511619567871094,0.6892555166520602,0.7489840388298035,1.1364220858837624,657,8,0.8224549293518066,0.8511619567871094,0.8671562075614929,0.7237231135368347,0.7489840388298035,0.7630582451820374
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,667,0.7804510075667768,0.8522523641586304,0.8522523641586304,0.6867615626810374,0.7499435544013977,1.1364220858837624,657,9,0.8239953517913818,0.8522523641586304,0.8681090474128723,0.7250786423683167,0.7499435544013977,0.7638967037200928
post_eol_75_split,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,668,0.7763115357161947,0.8528344035148621,0.8528344035148621,0.6831190148090793,0.7504556775093079,1.1364220858837624,657,10,0.8241716623306274,0.8528344035148621,0.8685540556907654,0.725233793258667,0.7504556775093079,0.7642883062362671
