experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,659,0.8022740948678733,0.8160729468527332,0.8160729468527332,0.7059648917716767,0.7181072569687846,1.1364220858837624,657,1
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,660,0.7974590176971148,0.8160729468527332,0.8160729468527332,0.7017278417965224,0.7181072569687846,1.1364220858837624,657,2
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,661,0.7940750950965647,0.8160729468527332,0.8160729468527332,0.6987501430676927,0.7181072569687846,1.1364220858837624,657,3
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,662,0.7906628762524335,0.8160729468527332,0.8160729468527332,0.6957475449252273,0.7181072569687846,1.1364220858837624,657,4
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,663,0.8039333972042559,0.8160729468527332,0.8160729468527332,0.7074250027260429,0.7181072569687846,1.1364220858837624,657,5
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,664,0.8072020898362098,0.8160729468527332,0.8160729468527332,0.7103013042979293,0.7181072569687846,1.1364220858837624,657,6
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,665,0.8002677467878332,0.8160729468527332,0.8160729468527332,0.7041993962705224,0.7181072569687846,1.1364220858837624,657,7
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,666,0.7832851919406245,0.8160729468527332,0.8160729468527332,0.6892555166520602,0.7181072569687846,1.1364220858837624,657,8
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,667,0.7804510075667768,0.8160729468527332,0.8160729468527332,0.6867615626810374,0.7181072569687846,1.1364220858837624,657,9
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,668,0.7763115357161947,0.8160729468527332,0.8160729468527332,0.6831190148090793,0.7181072569687846,1.1364220858837624,657,10
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,669,0.7738356869616663,0.8160729468527332,0.8160729468527332,0.6809403799644361,0.7181072569687846,1.1364220858837624,657,11
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,670,0.7633189076432636,0.8160729468527332,0.8160729468527332,0.6716860901639841,0.7181072569687846,1.1364220858837624,657,12
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,671,0.7766230954533242,0.8160729468527332,0.8160729468527332,0.6833931732762542,0.7181072569687846,1.1364220858837624,657,13
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,672,0.7833394326328538,0.8160729468527332,0.8160729468527332,0.689303246006235,0.7181072569687846,1.1364220858837624,657,14
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,673,0.7867371939733694,0.8160729468527332,0.8160729468527332,0.6922931221998795,0.7181072569687846,1.1364220858837624,657,15
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,674,0.7668162803117937,0.8160729468527332,0.8160729468527332,0.6747636198177749,0.7181072569687846,1.1364220858837624,657,16
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,675,0.7567547768337946,0.8160729468527332,0.8160729468527332,0.6659099521506469,0.7181072569687846,1.1364220858837624,657,17
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,676,0.7573287549219003,0.8160729468527332,0.8160729468527332,0.666415026889369,0.7181072569687846,1.1364220858837624,657,18
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,677,0.7544676645684909,0.8160729468527332,0.8160729468527332,0.663897396874123,0.7181072569687846,1.1364220858837624,657,19
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,678,0.7519959453037686,0.8160729468527332,0.8160729468527332,0.6617223957936045,0.7181072569687846,1.1364220858837624,657,20
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,679,0.7494316416016176,0.8160729468527332,0.8160729468527332,0.6594659245986111,0.7181072569687846,1.1364220858837624,657,21
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,680,0.7439909821945001,0.8160729468527332,0.8160729468527332,0.6546783905699263,0.7181072569687846,1.1364220858837624,657,22
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,681,0.7418848159142613,0.8160729468527332,0.8160729468527332,0.6528250595704668,0.7181072569687846,1.1364220858837624,657,23
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,682,0.7431613933989603,0.8160729468527332,0.8160729468527332,0.6539483899778534,0.7181072569687846,1.1364220858837624,657,24
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,683,0.7385635716101469,0.8160729468527332,0.8160729468527332,0.6499025149056193,0.7181072569687846,1.1364220858837624,657,25
post_eol_75_split,CS2_35,baseline,capacity_ah,Persistence,684,0.7376823171901776,0.8160729468527332,0.8160729468527332,0.6491270509024853,0.7181072569687846,1.1364220858837624,657,26
