experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,382,0.9853085369882031,0.9838473982759073,0.9838473982759073,0.8670269165192767,0.8657411805850269,1.1364220858837624,381,1
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,383,0.9876338304512693,0.9838473982759073,0.9838473982759073,0.8690730695217131,0.8657411805850269,1.1364220858837624,381,2
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,384,0.9879773096271016,0.9838473982759073,0.9838473982759073,0.8693753156502414,0.8657411805850269,1.1364220858837624,381,3
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,385,0.9797263057369747,0.9838473982759073,0.9838473982759073,0.8621148056754547,0.8657411805850269,1.1364220858837624,381,4
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,386,0.9795257148043994,0.9838473982759073,0.9838473982759073,0.8619382947337307,0.8657411805850269,1.1364220858837624,381,5
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,387,0.9790448554746867,0.9838473982759073,0.9838473982759073,0.8615151602877482,0.8657411805850269,1.1364220858837624,381,6
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,388,0.9780910006083481,0.9838473982759073,0.9838473982759073,0.8606758111777766,0.8657411805850269,1.1364220858837624,381,7
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,389,0.976050458950148,0.9838473982759073,0.9838473982759073,0.8588802268754764,0.8657411805850269,1.1364220858837624,381,8
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,390,0.9825895795422994,0.9838473982759073,0.9838473982759073,0.864634357029561,0.8657411805850269,1.1364220858837624,381,9
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,391,0.9840596919999207,0.9838473982759073,0.9838473982759073,0.8659279894535367,0.8657411805850269,1.1364220858837624,381,10
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,392,0.9797724390620601,0.9838473982759073,0.9838473982759073,0.8621554009134904,0.8657411805850269,1.1364220858837624,381,11
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,393,0.9753873828111779,0.9838473982759073,0.9838473982759073,0.8582967498846589,0.8657411805850269,1.1364220858837624,381,12
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,394,0.9763034070590422,0.9838473982759073,0.9838473982759073,0.8591028097626239,0.8657411805850269,1.1364220858837624,381,13
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,395,0.9771753570536532,0.9838473982759073,0.9838473982759073,0.8598700862925701,0.8657411805850269,1.1364220858837624,381,14
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,396,0.9788001524777563,0.9838473982759073,0.9838473982759073,0.861299832725947,0.8657411805850269,1.1364220858837624,381,15
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,397,0.9796175102927833,0.9838473982759073,0.9838473982759073,0.8620190706087547,0.8657411805850269,1.1364220858837624,381,16
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,398,0.9830974687388299,0.9838473982759073,0.9838473982759073,0.8650812765349448,0.8657411805850269,1.1364220858837624,381,17
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,399,0.9837373623081618,0.9838473982759073,0.9838473982759073,0.8656443539137466,0.8657411805850269,1.1364220858837624,381,18
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,400,0.9839873415374356,0.9838473982759073,0.9838473982759073,0.8658643243212026,0.8657411805850269,1.1364220858837624,381,19
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,401,0.9841359170235933,0.9838473982759073,0.9838473982759073,0.8659950640243492,0.8657411805850269,1.1364220858837624,381,20
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,402,0.9841299189569739,0.9838473982759073,0.9838473982759073,0.8659897859972026,0.8657411805850269,1.1364220858837624,381,21
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,403,0.9851883016388285,0.9838473982759073,0.9838473982759073,0.8669211148537969,0.8657411805850269,1.1364220858837624,381,22
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,404,0.9855350466553858,0.9838473982759073,0.9838473982759073,0.8672262347743479,0.8657411805850269,1.1364220858837624,381,23
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,405,0.9856903266912695,0.9838473982759073,0.9838473982759073,0.8673628741777989,0.8657411805850269,1.1364220858837624,381,24
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,406,0.9856877492146197,0.9838473982759073,0.9838473982759073,0.8673606061150061,0.8657411805850269,1.1364220858837624,381,25
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,407,0.9856803390142375,0.9838473982759073,0.9838473982759073,0.8673540854740627,0.8657411805850269,1.1364220858837624,381,26
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,408,0.9853698945649967,0.9838473982759073,0.9838473982759073,0.8670809084097509,0.8657411805850269,1.1364220858837624,381,27
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,409,0.9854542185801662,0.9838473982759073,0.9838473982759073,0.8671551097265126,0.8657411805850269,1.1364220858837624,381,28
pre_eol_70_split,CS2_35,baseline,capacity_ah,Persistence,410,0.985297622303797,0.9838473982759073,0.9838473982759073,0.8670173120910086,0.8657411805850269,1.1364220858837624,381,29
