cell_id,cycle,source_file,source_fingerprint,file_order,file_date,local_cycle,row_count,test_time_min,test_time_max,capacity_ah,voltage_mean,voltage_min,voltage_max,current_mean,charge_current_mean,discharge_current_mean,charge_duration_sec,discharge_duration_sec,charge_capacity_max,discharge_capacity_max,charge_duration_median,discharge_duration_median,charge_duration_ratio,discharge_duration_ratio,reached_discharge_cutoff,has_valid_measurement,is_protocol_anomaly,cycle_type,is_modeling_cycle,initial_capacity,soh,eol_threshold,eol_confirmation_cycles,eol_cycle,is_censored,rul,rul_clipped
CS2_35,1,CS2_35_8_17_10.xlsx,2cc2d274ee67d047a85c28c2d41ae41d0262e484769cffa58f285b5d77574d57,1,2010-08-17,1,1091,10.000848807870137,13154.420547155743,1.138460077286744,3.853804962007853,2.699943780899048,4.200138568878174,-0.02776055549040975,0.5503924710385372,-1.0997143199737058,8016.211040514436,3726.804645455597,1.158338494157204,1.138460077286744,,,,,True,True,False,standard_full_cycle,True,1.1364220858837624,1.001793340193135,0.8,5,546,False,545,545
CS2_35,2,CS2_35_8_18_10.xlsx,e993803166ecf6206a0fc69b51e92d387c17107bed6e910aea3abec147badbcf,2,2010-08-18,1,383,30.000929303631768,12989.361423663231,1.137727858609917,3.861678837484853,2.699943780899048,4.200138568878174,-0.013233293934516104,0.5510512530182798,-1.0996667337417603,7844.572441037662,3724.632546982865,1.138645812632654,1.137727858609917,,,,,True,True,False,standard_full_cycle,True,1.1364220858837624,1.0011490208984624,0.8,5,546,False,544,544
CS2_35,3,CS2_35_8_19_10.xlsx,2297a5cb31e22dc2531af93aa769aa04d0725e52ec47c4371d94248de8b0a3ac,3,2010-08-19,1,383,30.000172977248113,12968.469390738104,1.137481037299766,3.8611221674528196,2.699943780899048,4.200138568878174,-0.01319792752631991,0.5510790963967641,-1.099620499610901,7829.4631218051145,3723.929285594096,1.137456760812122,1.137481037299766,,,,,True,True,False,standard_full_cycle,True,1.1364220858837624,1.0009318293169038,0.8,5,546,False,543,543
CS2_35,4,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,1,382,30.00057576575465,12959.534197395516,1.137092410671013,3.8621518899008866,2.699781894683838,4.200138568878174,-0.012871731058950415,0.5516344700008631,-1.0996363925933839,7780.136953731992,3722.647544069835,1.137011583397129,1.137092410671013,7844.572441037662,3724.632546982865,0.9917859784213878,0.999467060740089,True,True,False,standard_full_cycle,True,1.1364220858837624,1.0005898554732235,0.8,5,546,False,542,542
CS2_35,5,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,2,381,12989.568327493009,25915.579595806503,1.1313490455513728,3.8588662435376424,2.699458122253418,4.200138568878174,-0.010176414469590965,0.5514327903588613,-1.0997112201106163,7796.120716642246,3703.606319258768,2.273810507318694,2.268441456222386,7837.0177814213885,3724.2809162884805,0.9947815526365025,0.9944487009722359,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9955359541182761,0.8,5,546,False,541,541
CS2_35,6,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,3,381,25945.61085070322,38719.60039581584,1.1293656761380313,3.857681634232128,2.699620008468628,4.200138568878174,-0.010234721263689099,0.5513665663699309,-1.0997490882873535,7749.431061620886,3696.9848875736448,3.406011953491648,3.397807132360417,7829.4631218051145,3723.929285594096,0.9897780909189879,0.992764524792486,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9937906788037796,0.8,5,546,False,540,540
CS2_35,7,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,4,381,38749.63088515462,51459.165466869505,1.123221100998645,3.8554883153419794,2.699781894683838,4.200138568878174,-0.010198694892445202,0.55142375814418,-1.0997549141606977,7721.8118083685495,3676.828236321679,4.535073167063902,4.521028233359062,7812.79191922368,3723.2884148319654,0.9883549809343737,0.9875217352689604,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9883837307906144,0.8,5,546,False,539,539
CS2_35,8,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,5,376,51489.1976961399,64183.493354844766,1.111035391722063,3.8574017216550542,2.699781894683838,4.200138568878174,-0.008578405023922158,0.5518297192165117,-1.0996351017326604,7650.044639757165,3637.321196602687,5.65538205316819,5.632063625081125,7796.120716642246,3722.647544069835,0.9812629790899395,0.9770791227326711,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9776608581643704,0.8,5,546,False,538,538
CS2_35,9,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,6,375,64213.524134233885,76820.29868190504,1.106058072607449,3.858352678934733,2.699620008468628,4.200138568878174,-0.010927476454370966,0.5506247543745627,-1.0996143769045346,7885.836098217866,3621.118137373531,6.765709906183314,6.738121697688574,7788.128835187119,3713.1269316643015,1.0125456659870984,0.9752206708835752,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9732810426218528,0.8,5,546,False,537,537
CS2_35,10,CS2_35_8_30_10.xlsx,98f0a93a538f072b31abe3d448593285b9e1a5b87870a939d3002d0dc039e745,4,2010-08-30,7,372,76850.33368703672,89409.75562423504,1.1026273850359738,3.860158297964322,2.699458122253418,4.200138568878174,-0.010028406582952362,0.552019943538894,-1.0996147561664424,7533.6041619636635,3609.915337444091,7.871236454520941,7.840749082724548,7796.120716642246,3703.606319258768,0.9663272845277789,0.9747027697497211,True,True,False,standard_full_cycle,True,1.1364220858837624,0.9702621928352374,0.8,5,546,False,536,536
