scenario_id,scenario_type,cell_id,model_family,primary_target,model_name,forecast_origin,origin_position,origin_soh,origin_below_threshold,horizon,rul_lead_horizon,cycle,horizon_index,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,true_eol_cycle,true_rul,y_pred_capacity_q10,y_pred_capacity_q50,y_pred_capacity_q90,y_pred_soh_q10,y_pred_soh_q50,y_pred_soh_q90
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,517,1,0.9377656642369345,0.8947824239730835,0.8947824239730835,0.8251913403351903,0.7873680591583252,1.1364220858837624,546,30,0.8478830456733704,0.8947824239730835,0.9368057250976562,0.7460987567901611,0.7873680591583252,0.824346661567688
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,518,2,0.9378904750347417,0.9132437705993652,0.9132437705993652,0.8253011681882014,0.8036132454872131,1.1364220858837624,546,30,0.8613094091415405,0.9132437705993652,0.952896237373352,0.75791335105896,0.8036132454872131,0.8385055661201477
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,519,3,0.8091009327907841,0.9237680435180664,0.9237680435180664,0.7119722001544609,0.8128740787506104,1.1364220858837624,546,30,0.8716809749603271,0.9237680435180664,0.9572564959526062,0.7670398354530334,0.8128740787506104,0.8423424363136292
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,520,4,0.937034901977583,0.9272226095199585,0.9272226095199585,0.8245483026219771,0.8159139752388,1.1364220858837624,546,30,0.8765106797218323,0.9272226095199585,0.9547869563102722,0.7712897658348083,0.8159139752388,0.840169370174408
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,521,5,0.9368321853779946,0.9310845732688904,0.9310845732688904,0.8243699211894914,0.819312334060669,1.1364220858837624,546,30,0.8819447159767151,0.9310845732688904,0.954058825969696,0.7760714888572693,0.819312334060669,0.8395286202430725
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,522,6,0.9364191769267549,0.9312151670455933,0.9312151670455933,0.8240064924455679,0.8194272518157959,1.1364220858837624,546,30,0.8849178552627563,0.9312151670455933,0.9516620635986328,0.7786877155303955,0.8194272518157959,0.8374195694923401
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,523,7,0.935042208966884,0.9324991703033447,0.9324991703033447,0.8227948229638012,0.8205571174621582,1.1364220858837624,546,30,0.8868368268013,0.9324991703033447,0.9518227577209473,0.7803763151168823,0.8205571174621582,0.8375610113143921
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,524,8,0.9345710358597188,0.9314653873443604,0.9314653873443604,0.8223802119552526,0.8196474313735962,1.1364220858837624,546,30,0.8866950869560242,0.9314653873443604,0.9502014517784119,0.7802515625953674,0.8196474313735962,0.8361343145370483
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,525,9,0.932002046154026,0.9334748387336731,0.9334748387336731,0.8201196172892357,0.8214156627655029,1.1364220858837624,546,30,0.8891251683235168,0.9334748387336731,0.9526609182357788,0.7823899388313293,0.8214156627655029,0.838298499584198
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,526,10,0.9291163192232569,0.9338244199752808,0.9338244199752808,0.8175803082009887,0.8217232823371887,1.1364220858837624,546,30,0.8892035484313965,0.9338244199752808,0.9524295330047607,0.7824589014053345,0.8217232823371887,0.8380948901176453
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,527,11,0.9312746949888249,0.9368111491203308,0.9368111491203308,0.8194795811844854,0.82435142993927,1.1364220858837624,546,30,0.8915609121322632,0.9368111491203308,0.9565050005912781,0.7845332622528076,0.82435142993927,0.8416811227798462
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,528,12,0.9352998331901032,0.9369800090789795,0.9369800090789795,0.8230215206199093,0.8245000243186951,1.1364220858837624,546,30,0.8906348943710327,0.9369800090789795,0.9564290046691895,0.7837184071540833,0.8245000243186951,0.8416142463684082
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,529,13,0.9353480978179562,0.93430095911026,0.93430095911026,0.8230639913079155,0.8221426010131836,1.1364220858837624,546,30,0.8889853954315186,0.93430095911026,0.9535433650016785,0.7822669148445129,0.8221426010131836,0.8390750288963318
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,530,14,0.9249468582290783,0.9358950257301331,0.9358950257301331,0.8139113712400037,0.8235452771186829,1.1364220858837624,546,30,0.891269326210022,0.9358950257301331,0.955708920955658,0.7842767238616943,0.8235452771186829,0.8409806489944458
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,531,15,0.9223838159929514,0.9348078370094299,0.9348078370094299,0.8116560100780164,0.8225886225700378,1.1364220858837624,546,30,0.8921941518783569,0.9348078370094299,0.9536854028701782,0.7850905060768127,0.8225886225700378,0.8392000198364258
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,532,16,0.9220335876084542,0.9338444471359253,0.9338444471359253,0.8113478249513388,0.8217408657073975,1.1364220858837624,546,30,0.8923830986022949,0.9338444471359253,0.9520476460456848,0.7852567434310913,0.8217408657073975,0.8377588987350464
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,533,17,0.920049387488886,0.9331079125404358,0.9331079125404358,0.8096018186529614,0.8210927844047546,1.1364220858837624,546,30,0.8910534381866455,0.9331079125404358,0.9525798559188843,0.7840867042541504,0.8210927844047546,0.8382272124290466
eol_o516_lead30_h34,eol_crossing,CS2_35,foundation_model,capacity_ah,ChronosBolt_Base,516,511,0.7123089441503537,True,34,30.0,534,18,0.9184037313390245,0.9332073926925659,0.9332073926925659,0.8081537157250941,0.8211802840232849,1.1364220858837624,546,30,0.8902456760406494,0.9332073926925659,0.9531645178794861,0.7833759188652039,0.8211802840232849,0.838741660118103
