experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,382,0.9853085369882031,0.9793234366531354,0.9793234366531354,0.8670269165192767,0.8617602991159258,1.1364220858837624,381,1
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,383,0.9876338304512693,0.9781636718807477,0.9781636718807477,0.8690730695217131,0.8607397586083152,1.1364220858837624,381,2
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,384,0.9879773096271016,0.977390965445844,0.977390965445844,0.8693753156502414,0.8600598119190508,1.1364220858837624,381,3
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,385,0.9797263057369747,0.9766627878271711,0.9766627878271711,0.8621148056754547,0.8594190485726515,1.1364220858837624,381,4
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,386,0.9795257148043994,0.9755308500831479,0.9755308500831479,0.8619382947337307,0.8584229945905231,1.1364220858837624,381,5
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,387,0.9790448554746867,0.9736306451914367,0.9736306451914367,0.8615151602877482,0.8567509002909536,1.1364220858837624,381,6
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,388,0.9780910006083481,0.9725959282007539,0.9725959282007539,0.8606758111777766,0.855840396171458,1.1364220858837624,381,7
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,389,0.976050458950148,0.9716556411393757,0.9716556411393757,0.8588802268754764,0.8550129861157595,1.1364220858837624,381,8
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,390,0.9825895795422994,0.9706511289884306,0.9706511289884306,0.864634357029561,0.8541290608881326,1.1364220858837624,381,9
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,391,0.9840596919999207,0.9695290523571154,0.9695290523571154,0.8659279894535367,0.8531416842388635,1.1364220858837624,381,10
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,392,0.9797724390620601,0.9683022843751383,0.9683022843751383,0.8621554009134904,0.8520621839394452,1.1364220858837624,381,11
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,393,0.9753873828111779,0.9673184848654378,0.9673184848654378,0.8582967498846589,0.8511964848986391,1.1364220858837624,381,12
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,394,0.9763034070590422,0.9663540374941667,0.9663540374941667,0.8591028097626239,0.850347814863754,1.1364220858837624,381,13
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,395,0.9771753570536532,0.9653687049082941,0.9653687049082941,0.8598700862925701,0.8494807667853049,1.1364220858837624,381,14
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,396,0.9788001524777563,0.9643733410466853,0.9643733410466853,0.861299832725947,0.8486048916382334,1.1364220858837624,381,15
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,397,0.9796175102927833,0.963385881960701,0.963385881960701,0.8620190706087547,0.8477359723359335,1.1364220858837624,381,16
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,398,0.9830974687388299,0.962470283134334,0.962470283134334,0.8650812765349448,0.846930286809631,1.1364220858837624,381,17
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,399,0.9837373623081618,0.9615673583533482,0.9615673583533482,0.8656443539137466,0.8461357538696243,1.1364220858837624,381,18
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,400,0.9839873415374356,0.9606690167836152,0.9606690167836152,0.8658643243212026,0.8453452539480794,1.1364220858837624,381,19
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,401,0.9841359170235933,0.959783593061641,0.959783593061641,0.8659950640243492,0.8445661211478878,1.1364220858837624,381,20
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,402,0.9841299189569739,0.9589172136214127,0.9589172136214127,0.8659897859972026,0.8438037464536697,1.1364220858837624,381,21
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,403,0.9851883016388285,0.9580797756848546,0.9580797756848546,0.8669211148537969,0.8430668389727606,1.1364220858837624,381,22
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,404,0.9855350466553858,0.9572560110421993,0.9572560110421993,0.8672262347743479,0.8423419633716193,1.1364220858837624,381,23
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,405,0.9856903266912695,0.9564448547469349,0.9564448547469349,0.8673628741777989,0.8416281825455156,1.1364220858837624,381,24
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,406,0.9856877492146197,0.9556493882150723,0.9556493882150723,0.8673606061150061,0.8409282080010717,1.1364220858837624,381,25
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,407,0.9856803390142375,0.9548707868576012,0.9548707868576012,0.8673540854740627,0.8402430740467579,1.1364220858837624,381,26
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,408,0.9853698945649967,0.9541098642713376,0.9541098642713376,0.8670809084097509,0.8395734966109482,1.1364220858837624,381,27
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,409,0.9854542185801662,0.9533626980541487,0.9533626980541487,0.8671551097265126,0.8389160241572975,1.1364220858837624,381,28
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,410,0.985297622303797,0.9526291813596326,0.9526291813596326,0.8670173120910086,0.8382705626658079,1.1364220858837624,381,29
pre_eol_70_split,CS2_35,machine_learning,capacity_ah,RidgeRegression,411,0.9853335546291078,0.9519100502992297,0.9519100502992297,0.8670489309109498,0.8376377598812302,1.1364220858837624,381,30
