experiment_name,cell_id,model_family,primary_target,model_name,cycle,y_true_capacity,y_pred_capacity_raw,y_pred_capacity,y_true_soh,y_pred_soh,initial_capacity,train_end_cycle,horizon_index,y_pred_capacity_q10,y_pred_capacity_q50,y_pred_capacity_q90,y_pred_soh_q10,y_pred_soh_q50,y_pred_soh_q90
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,382,0.9853085369882032,0.9845901727676392,0.9845901727676392,0.8670269165192767,0.8663947885190493,1.1364220858837624,381,1,0.9822562336921692,0.9845901727676392,0.9856253266334534,0.8643410277690063,0.8663947885190493,0.867305677068887
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,383,0.9876338304512692,0.9842135906219482,0.9842135906219482,0.8690730695217131,0.8660634132753183,1.1364220858837624,381,2,0.9806801676750184,0.9842135906219482,0.9858223795890808,0.8629541610082067,0.8660634132753183,0.8674790747510291
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,384,0.9879773096271016,0.9843035340309144,0.9843035340309144,0.8693753156502414,0.8661425594042816,1.1364220858837624,381,3,0.9810482263565063,0.9843035340309144,0.9854483008384703,0.8632780359892194,0.8661425594042816,0.8671499023816631
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,385,0.9797263057369748,0.9823790192604064,0.9823790192604064,0.8621148056754547,0.86444907351166,1.1364220858837624,381,4,0.9802554845809937,0.9823790192604064,0.985848903656006,0.8625804591070382,0.86444907351166,0.8675024147294179
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,386,0.9795257148043994,0.9803074598312378,0.9803074598312378,0.8619382947337307,0.8626261949748022,1.1364220858837624,381,5,0.9777680039405824,0.9803074598312378,0.9838316440582277,0.8603915887292886,0.8626261949748022,0.8657273175865201
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,387,0.9790448554746868,0.9794098138809204,0.9794098138809204,0.8615151602877482,0.8618363071668587,1.1364220858837624,381,6,0.975767970085144,0.9794098138809204,0.9835456013679504,0.8586316494599959,0.8618363071668587,0.8654756129656488
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,388,0.978091000608348,0.9805538654327391,0.9805538654327391,0.8606758111777766,0.8628430207515644,1.1364220858837624,381,7,0.9741334319114684,0.9805538654327391,0.9841036796569824,0.8571933298479616,0.8628430207515644,0.8659666966008265
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,389,0.976050458950148,0.9829270243644714,0.9829270243644714,0.8588802268754764,0.8649312931999888,1.1364220858837624,381,8,0.9753597974777222,0.9829270243644714,0.9855640530586244,0.8582724760397571,0.8649312931999888,0.8672517590963394
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,390,0.9825895795422994,0.9838765263557434,0.9838765263557434,0.864634357029561,0.8657668119769173,1.1364220858837624,381,9,0.9742230772972108,0.9838765263557434,0.9867489337921144,0.8572722137299768,0.8657668119769173,0.868294400512947
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,391,0.9840596919999208,0.9852924942970276,0.9852924942970276,0.8659279894535367,0.8670127996771502,1.1364220858837624,381,10,0.9731173515319824,0.9852924942970276,0.9860948324203492,0.856299225102808,0.8670127996771502,0.867718820911063
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,392,0.97977243906206,0.9854528307914734,0.9854528307914734,0.8621554009134904,0.8671538885352755,1.1364220858837624,381,11,0.970331847667694,0.9854528307914734,0.9858625531196594,0.8538481077768699,0.8671538885352755,0.867514425639645
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,393,0.975387382811178,0.984233856201172,0.984233856201172,0.8582967498846589,0.8660812460677952,1.1364220858837624,381,12,0.9723833799362184,0.984233856201172,0.9845848083496094,0.8556533633188095,0.8660812460677952,0.8663900680739819
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,394,0.9763034070590422,0.9832042455673218,0.9832042455673218,0.8591028097626239,0.8651752353111938,1.1364220858837624,381,13,0.9722877740859984,0.9832042455673218,0.985030710697174,0.8555692344978306,0.8651752353111938,0.8667824419578615
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,395,0.9771753570536532,0.98256516456604,0.98256516456604,0.8598700862925701,0.8646128729554985,1.1364220858837624,381,14,0.9735426902770996,0.98256516456604,0.9854878187179564,0.8566735039472625,0.8646128729554985,0.8671846763269928
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,396,0.9788001524777564,0.9839836955070496,0.9839836955070496,0.861299832725947,0.8658611159794858,1.1364220858837624,381,15,0.976568877696991,0.9839836955070496,0.9864777326583862,0.8593364119085576,0.8658611159794858,0.8680557557900955
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,397,0.9796175102927832,0.9854829907417296,0.9854829907417296,0.8620190706087547,0.8671804279264322,1.1364220858837624,381,16,0.9790329933166504,0.9854829907417296,0.9866142868995668,0.8615047221255692,0.8671804279264322,0.8681759173417555
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,398,0.98309746873883,0.9857580065727234,0.9857580065727234,0.8650812765349448,0.8674224294102205,1.1364220858837624,381,17,0.982330858707428,0.9857580065727234,0.9879278540611268,0.8644066944048328,0.8674224294102205,0.8693317969905908
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,399,0.9837373623081618,0.985685408115387,0.985685408115387,0.8656443539137466,0.8673585460536418,1.1364220858837624,381,18,0.9825380444526672,0.985685408115387,0.9859312772750854,0.8645890084832134,0.8673585460536418,0.8675748997858972
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,400,0.9839873415374356,0.9832679629325868,0.9832679629325868,0.8658643243212026,0.8652313037087165,1.1364220858837624,381,19,0.980031192302704,0.9832679629325868,0.9832679629325868,0.8623830920538315,0.8652313037087165,0.8652313037087165
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,401,0.9841359170235932,0.9813957214355468,0.9813957214355468,0.8659950640243492,0.8635838159308071,1.1364220858837624,381,20,0.973339319229126,0.9813957214355468,0.9813957214355468,0.8564945466298187,0.8635838159308071,0.8635838159308071
pre_eol_70_split,CS2_35,deep_learning,capacity_ah,NHITS,402,0.984129918956974,0.9805034399032592,0.9805034399032592,0.8659897859972026,0.8627986485679309,1.1364220858837624,381,21,0.9681863188743592,0.9805034399032592,0.9805034399032592,0.8519601395474717,0.8627986485679309,0.8627986485679309
